Question,Question Type,Sub Category,Category
Can motivation influence competitive behavior?,NON_TECHNICAL,MOTIVATE,Others
Can robots replace people in sports? How would that change sports?,NON_TECHNICAL,MOTIVATE,Others
Tell three things that make you to be motivated.,NON_TECHNICAL,MOTIVATE,Others
What is the difference between internal (intrinsic) and external (extrinsic) motivation?,NON_TECHNICAL,MOTIVATE,Others
Describe your personality.,NON_TECHNICAL,PERSONALITY,Others
What kinds of people do you get along well with?,NON_TECHNICAL,PERSONALITY,Others
What kinds of personality traits do you hate?,NON_TECHNICAL,PERSONALITY,Others
How important is personality when you are choosing a spouse?,NON_TECHNICAL,PERSONALITY,Others
Do all of your friends have similar personalities?,NON_TECHNICAL,PERSONALITY,Others
What kind of personality traits are best for running a business?,NON_TECHNICAL,PERSONALITY,Others
What kind of personality should a doctor have?,NON_TECHNICAL,PERSONALITY,Others
Is your personality more similar to your mother’s or father’s?,NON_TECHNICAL,PERSONALITY,Others
Do you think we are born with our personalities or do we develop them because of what happens to us?,NON_TECHNICAL,PERSONALITY,Others
What personality trait would you like to develop?,NON_TECHNICAL,PERSONALITY,Others
Which of your personality traits would you like to lose?,NON_TECHNICAL,PERSONALITY,Others
What are some characteristics of your personality?,NON_TECHNICAL,PERSONALITY,Others
What are some things that make you angry?,NON_TECHNICAL,PERSONALITY,Others
Are you happy with your personality?,NON_TECHNICAL,PERSONALITY,Others
Would you like to be different?,NON_TECHNICAL,PERSONALITY,Others
Are you a determined person? Are you a stubborn person?,NON_TECHNICAL,PERSONALITY,Others
Are you shy ? In which occasions are you shy?,NON_TECHNICAL,PERSONALITY,Others
Do you consider yourself selfish ? Why?,NON_TECHNICAL,PERSONALITY,Others
Is your personality suited to your job?,NON_TECHNICAL,PERSONALITY,Others
In what way has your personality changed? Why has it changed??,NON_TECHNICAL,PERSONALITY,Others
Are you more introverted (focused on your inner world) or more extraverted (focused on other people and the outer world)?,NON_TECHNICAL,PERSONALITY,Others
Do you think you can change a major characteristic of your personality if you try?,NON_TECHNICAL,PERSONALITY,Others
Do you think you have an unusual personality? Why?,NON_TECHNICAL,PERSONALITY,Others
If you could change any aspect of your personality what would it be?,NON_TECHNICAL,PERSONALITY,Others
What sort of things would you do to amuse yourself during a car journey?,NON_TECHNICAL,PERSONALITY,Others
What personality traits do you consider important in a good friend / a boss / a partner?,NON_TECHNICAL,PERSONALITY,Others
Do you consider yourself to be even-tempered?,NON_TECHNICAL,PERSONALITY,Others
What is one thing that many people don't know about you?,NON_TECHNICAL,PERSONALITY,Others
Do you believe in ghosts?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe that dead people come back to life as ghosts?,NON_TECHNICAL,SUPERNATURAL,Others
Would you talk to a ghost?,NON_TECHNICAL,SUPERNATURAL,Others
Do you know any good stories about ghosts?,NON_TECHNICAL,SUPERNATURAL,Others
Do you know anyone who has said that they have seen a ghost?,NON_TECHNICAL,SUPERNATURAL,Others
Have you ever come in contact with a ghost? (Have you ever seen a ghost?),NON_TECHNICAL,SUPERNATURAL,Others
If one of your friends told you they had seen a ghost would you believe him/her? Why/Why not?,NON_TECHNICAL,SUPERNATURAL,Others
What is the scariest ghost story you know?,NON_TECHNICAL,SUPERNATURAL,Others
Is there an area where you live (park house etc.) that is known to be haunted? ,NON_TECHNICAL,SUPERNATURAL,Others
If so what is the story or legend that makes people believe this area is haunted? Have you ever visited this place?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe that houses can be haunted? Have you ever been to one?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe that houses have ghosts in them sometimes?,NON_TECHNICAL,SUPERNATURAL,Others
Were you ever touched or physically harmed by a ghost or "spirit"? If so how?,NON_TECHNICAL,SUPERNATURAL,Others
If you were a ghost who and where would you haunt?,NON_TECHNICAL,SUPERNATURAL,Others
How do you know if a ghost is near you?,NON_TECHNICAL,SUPERNATURAL,Others
If you don't believe in ghosts then what have you heard other people say?,NON_TECHNICAL,SUPERNATURAL,Others
If you don't believe in ghost why don't you believe?,NON_TECHNICAL,SUPERNATURAL,Others
If you don't believe in ghost and you actually have seen one what were your reactions?,NON_TECHNICAL,SUPERNATURAL,Others
Have you ever felt that you knew a ghost that you saw?,NON_TECHNICAL,SUPERNATURAL,Others
If you were a ghost who or what would you haunt?,NON_TECHNICAL,SUPERNATURAL,Others
Why do people say they see ghosts even though they sometimes do not?,NON_TECHNICAL,SUPERNATURAL,Others
Do you put any faith in the modern day ghost hunters?,NON_TECHNICAL,SUPERNATURAL,Others
Can you recall any strange or unexplained events in your life?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe your ancestors are watching you?,NON_TECHNICAL,SUPERNATURAL,Others
What do you think about the images movies give us about aliens?,NON_TECHNICAL,SUPERNATURAL,Others
Would you spend the night in a place where people say that there are ghosts? ,NON_TECHNICAL,SUPERNATURAL,Others
Would you spend the night in a very old uninhabited house church school that was known to have ghosts?,NON_TECHNICAL,SUPERNATURAL,Others
Have you seen a ghost? What kind of ghost? Did you get to talk with the ghost?,NON_TECHNICAL,SUPERNATURAL,Others
Have you though about becoming a ghostbuster?,NON_TECHNICAL,SUPERNATURAL,Others
Would you be scared if a ghost talked to you?,NON_TECHNICAL,SUPERNATURAL,Others
Do you think we can feel if a ghost is near by us by the changes in the weather?,NON_TECHNICAL,SUPERNATURAL,Others
What reasons might ghosts haunt?,NON_TECHNICAL,SUPERNATURAL,Others
Have you ever felt that you knew a ghost that you saw?(like a
grandparent or other relative)
,NON_TECHNICAL,SUPERNATURAL,Others
Do you think that there is truth behind superstitions?,NON_TECHNICAL,SUPERNATURAL,Others
Do you walk under ladders?,NON_TECHNICAL,SUPERNATURAL,Others
What are some superstitions in your country?,NON_TECHNICAL,SUPERNATURAL,Others
What are some things that are considered unlucky?,NON_TECHNICAL,SUPERNATURAL,Others
What are some things that are considered lucky?,NON_TECHNICAL,SUPERNATURAL,Others
What numbers are considered to be lucky and unlucky in your country?,NON_TECHNICAL,SUPERNATURAL,Others
A four-leaf clover is often considered lucky. What are some other things which are considered lucky.,NON_TECHNICAL,SUPERNATURAL,Others
Do you have a lucky number?,NON_TECHNICAL,SUPERNATURAL,Others
What are some superstitions in the United States? Canada? Australia England? Your country?,NON_TECHNICAL,SUPERNATURAL,Others
Have you ever gone to a psychic?,NON_TECHNICAL,SUPERNATURAL,Others
If so what were you told?,NON_TECHNICAL,SUPERNATURAL,Others
Did you believe it?,NON_TECHNICAL,SUPERNATURAL,Others
Why do some people consult psychics before doing important things?,NON_TECHNICAL,SUPERNATURAL,Others
Do you know anyone that has ever been to a psychic?,NON_TECHNICAL,SUPERNATURAL,Others
Why do some people need fortunetellers?,NON_TECHNICAL,SUPERNATURAL,Others
How do people predict the future in your country?,NON_TECHNICAL,SUPERNATURAL,Others
Do you think that dreams come true?,NON_TECHNICAL,SUPERNATURAL,Others
Do you think that dreams can help us solve our problems?,NON_TECHNICAL,SUPERNATURAL,Others
Have you ever had a dream that come true?,NON_TECHNICAL,SUPERNATURAL,Others
Have you ever had a dream that later came true?,NON_TECHNICAL,SUPERNATURAL,Others
Do you think that some people can predict the future?,NON_TECHNICAL,SUPERNATURAL,Others
What is your blood type?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe that you can tell a lot about a person from his/her blood type?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe that blood types can tell what a person's personality is?,NON_TECHNICAL,SUPERNATURAL,Others
Is the belief in UFOs aliens and physic powers growing because belief in religion is dying?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe in horoscopes?,NON_TECHNICAL,SUPERNATURAL,Others
Do you read your horoscope? If so do you believe it?,NON_TECHNICAL,SUPERNATURAL,Others
What is your star sign?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe the predictions contained within your horoscope?,NON_TECHNICAL,SUPERNATURAL,Others
Are horoscopes important?,NON_TECHNICAL,SUPERNATURAL,Others
Do you read your horoscope often? Does it come true?,NON_TECHNICAL,SUPERNATURAL,Others
Does your star sign describe your personality traits well?,NON_TECHNICAL,SUPERNATURAL,Others
Has anything ever happened to you that you cannot explain?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe that there are many things in our universe that cannot be explained? Give examples.,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe that you are from another planet?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe you have supernatural powers there?,NON_TECHNICAL,SUPERNATURAL,Others
Have you ever tried to contact another planet?,NON_TECHNICAL,SUPERNATURAL,Others
Did you succeed?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe in ESP?,NON_TECHNICAL,SUPERNATURAL,Others
How can a person know what kind of ESP abilities he/she has? ,NON_TECHNICAL,SUPERNATURAL,Others
What do you think are some ways of developing these abilities?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe that UFOs exist? / Do you believe in UFOs?,NON_TECHNICAL,SUPERNATURAL,Others
Do you know anyone who has said that they have seen a UFO?,NON_TECHNICAL,SUPERNATURAL,Others
Have you ever seen a UFO?,NON_TECHNICAL,SUPERNATURAL,Others
Do you know anyone who says that they have?,NON_TECHNICAL,SUPERNATURAL,Others
If you saw a UFO but were alone and had no proof would you tell anyone? Who?,NON_TECHNICAL,SUPERNATURAL,Others
Do you think that UFOs from other planets visit Earth?,NON_TECHNICAL,SUPERNATURAL,Others
What would you do if you were taken aboard a UFO?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe there is life on other planets?,NON_TECHNICAL,SUPERNATURAL,Others
Have you ever seen an E.T.?,NON_TECHNICAL,SUPERNATURAL,Others
(Perhaps you should also explain that alien sometimes means a person from another country.),NON_TECHNICAL,SUPERNATURAL,Others
Do you believe in aliens?,NON_TECHNICAL,SUPERNATURAL,Others
Do you think that you are an alien?,NON_TECHNICAL,SUPERNATURAL,Others
Do you think aliens are monsters?,NON_TECHNICAL,SUPERNATURAL,Others
If you saw an alien what do you would do?,NON_TECHNICAL,SUPERNATURAL,Others
Have you ever seen an alien?,NON_TECHNICAL,SUPERNATURAL,Others
Has anyone ever told you that he or she has seen an alien?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe in reincarnation?,NON_TECHNICAL,SUPERNATURAL,Others
Have you ever felt that you knew someone the first time you met them?,NON_TECHNICAL,SUPERNATURAL,Others
Have you ever visited a foreign country or city for the first time and found that you knew exactly where things were?,NON_TECHNICAL,SUPERNATURAL,Others
Have you ever looked in the mirror and 'seen' a different face?,NON_TECHNICAL,SUPERNATURAL,Others
What do you think a spirit would look like?,NON_TECHNICAL,SUPERNATURAL,Others
Is the belief in UFOs aliens physic powers etc growing because the belief in religion is dying?
,NON_TECHNICAL,SUPERNATURAL,Others
Are you afraid of spirits?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe in angels?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe in witches why or why not.,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe in astrology? What is your astrological sign?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe in coincidences? Why or why not?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe in God? Why or why not?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe in life after death?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe in vampires? (Do you believe that vampires exist?),NON_TECHNICAL,SUPERNATURAL,Others
Do you believe in zombies? (Do you believe that zombies exist?),NON_TECHNICAL,SUPERNATURAL,Others
In many countries people believe in ghosts spirits and dragons. Is this true in your country and why do you think these beliefs are so common?,NON_TECHNICAL,SUPERNATURAL,Others
What is the most frightening things that has ever happened to you?,NON_TECHNICAL,SUPERNATURAL,Others
What is the most frightening experience you have had?,NON_TECHNICAL,SUPERNATURAL,Others
